ay,bleu_ay,bleu_iy,iy,x,z,dblue
पिछले कुछ समय से इंग्लैंड को कुक के साथी को समझना पड़ा है ।,0.21142141714303078,0.0681798399296771,पिछले कुछ सालों से कुक ने इन्हें निशाने पर समझा था ।,"For the past few years, England have had difficulty finding Cook's partner.",पिछले कुछ साल से इंग्लैंड को कुक का जोड़ीदार ढूंढने में मुश्किलें आई हैं।,0.14324157721335368
भारत को उठाना चाहिए इतिहास का,0.1796520559815421,0.5081327481546147,भारत को फायदा उठाना चाहिए ।,India should take advantage of it,इसका भारत को फायदा उठाना चाहिए।,-0.32848069217307263
"इंग्लैंड की बल्लेबाजी में गहराई है , इसलिए अगर भारत पहले विकेट के साथ सहज विकेट लेने की सोचते है तो एक जोरदार विकेट भी झटका हो सकता है ।",0.17550354183836317,0.2001670147593021,"इंग्लैंड की बल्लेबाजी में गहराई है , इसलिए अगर भारत पहले विकेट लेने के लिए सहज है , तो यह झटका कहा जा सकता है ।","There is a depth in England's batting, so if India thinks of taking a comfortable wicket with the first wicket, it can be a shock.","इंग्लैंड की बल्लेबाजी में गहराई है, इसलिए अगर भारत शुरुआती विकेट लेकर आराम करने की सोचेगा, तो उन्हें झटका लग सकता है।",-0.024663472920938928
मोइन अली भी एक अच्छे बल्लेबाज साबित हो रहे हैं ।,0.46924700641056,0.46924700641056,मोइन अली भी एक अच्छे बल्लेबाज साबित हो रहे हैं ।,Moin Ali is also proving to be a good batsman.,मोइन अली भी अच्छे बल्लेबाज साबित हो रहे हैं।,0.0
हालांकि बेन स्टोक्स ऐसे बल्लेबाज़ हैं जो रनों के लिए अहम साबित हो सकते हैं ।,0.46892438882117243,0.4257110866884422,"हालांकि बेन स्टोक्स ऐसे बल्लेबाज हैं , जो अहम साबित हो सकते हैं ।",Although Ben Stokes is such a batsman who can prove to be important for England,"हालांकि बेन स्टोक्स ऐसे बल्लेबाज हैं, जो इंग्लैंड के लिए अहम साबित हो सकते हैं।",0.043213302132730225
उसके बाद उनका 100वां टेस्ट मैच खेलने जा रहे स्टुअर्ट ब्रॉड ने ।,0.23901088824528133,0.08493098745313143,इसके बाद मोर्केल ने जोस बटलर टेस्ट मैच में अपना शिकंजा गर्व किया ।,"After that Stuart Broad, who is going to play his 100th Test match.","इसके बाद स्टुअर्ट ब्रॉड हैं, जो अपना 100वां टेस्ट मैच खेलने वाले हैं।",0.1540799007921499
यह अपने आप में बड़ी उपलब्धि है ।,0.6803749333171202,0.0726788421210274,यह खुद में एक शानदार उपलब्धि है ।,This is a great achievement in itself.,यह अपने आप में बड़ी उपलब्धि है।,0.6076960911960928
गेंद और बल्ले दोनों के लिए खतरनाक साबित हो सकता है और वह निश्चिततौर पर टेस्ट को खास बना देना चाहेंगे ।,0.191072229574376,0.13173313935288006,दोनों गेंद और बल्ले दोनों के लिए यह साबित हो सकता है और यहां 250 टेस्ट की विशेष टेस्ट साबित हो जाएगी ।,"It can prove to be dangerous for both the ball and the bat, and would definitely like to make the 100th test special.",वह गेंद और बल्ले दोनों से खतरनाक साबित हो सकते हैं और 100वें टेस्ट को वह निश्चित तौर पर खास बनाना चाहेंगे।,0.059339090221495944
भारतीय टीम का चयन उनके सीरीज की योजना तय करेगी ।,0.46924700641056,0.23462350320528,भारतीय टीम का चयन भारतीय टीम को लेकर सुनिश्चित करेगी ।,The selection of the Indian team will decide their series plan.,भारतीय टीम का चयन उनकी सीरीज की योजना तय करेगा।,0.23462350320528
यह देखना होगा कि पांच गेंदबाजों के साथ वो पांच गेंदबाजों या छह बल्लेबाजों के साथ आते हैं ?,0.3118687901642478,0.19345299022826185,यह देखना होगा कि वह पांच गेंदबाजों के साथ मिलकर पांच गेंदबाजों के साथ उतरता है ।,It needs to be seen that he comes with five bowlers or six batsmen including Karun Nair?,यह देखना होगा कि वे पांच गेंदबाजों या करुण नायर समेत छह बल्लेबाजों के साथ उतरते हैं?,0.11841579993598594
करुण भी उपयोगी स्पिनर हैं ।,0.19304869754804482,0.2231618068926664,करुण ऑफ स्पिनर भी एक उपयोगी स्पिनर हैं ।,Karun is also a useful spinner.,करुण एक उपयोगी स्पिनर भी हैं।,-0.03011310934462158
रवींद्र जडेजा राजकोट में राजकोट के मैदान पर हैं और इसी सूखी पिच पर स्पिनरों को एक - एक से मदद मिल सकते हैं ।,0.22879966790982942,0.12920725243713857,"रवींद्र जडेजा अकेले हैं और इस दिग्गज पिच पर स्पिनर को दिन से मदद मिल सकते हैं , स्पिनर दिन से मदद मिल सकते हैं ।","Ravindra Jadeja is in the house of Rajkot and on this dry pitch, spinners can get help from day one.",राजकोट में रवींद्र जडेजा का घर है और यहां की सूखी पिच पर स्पिनरों को पहले ही दिन से मदद मिल सकती है।,0.09959241547269085
यह जडेजा और अश्विन के लिए अच्छा है ।,0.5873949094699213,0.5873949094699213,यह जडेजा और अश्विन के लिए अच्छा है ।,This is good for Jadeja and Ashwin.,यह जडेजा और अश्विन के लिए अच्छी बात है।,0.0
इससे यह एक रोमांचक जंग साबित होती है ।,0.44632361378533286,0.12223075560872526,यह देखना होगा कि एक रोमांचक देशों ।,This must prove to be an exciting war.,यह एक रोमांचक जंग साबित होनी चाहिए।,0.3240928581766076
"उम्मीद है कि कुक टॉस जीतने के लिए भी अभ्यास करेंगे , क्योंकि यह एक अहम भूमिका निभाएगी ।",0.5517958558024983,0.30384451027588233,उम्मीद है कि एलिस्टेयर कुक भी टॉस जीतने के लिए भी और एक अहम भूमिका निभाएंगे ।,"Hopefully Cook will also be practicing to win the toss, because it will play an important role.","उम्मीद है कि कुक टॉस जीतने के लिए भी अभ्यास कर रहे होंगे, क्योंकि यह अहम भूमिका निभाएगा।",0.24795134552661602
हम पहले न्यूजीलैंड के खिलाफ ही देख चुके हैं ।,0.19304869754804482,0.2907153684841096,न्यूजीलैंड के खिलाफ हम पहले भी देख चुके हैं ।,We have already seen against New Zealand.,न्यूजीलैंड के खिलाफ हम देख ही चुके हैं।,-0.09766667093606479
क्रिकेट की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,क्रिकेट की खबरों के लिए यहां क्लिक,Click here for cricket news,क्रिकेट की खबरों के लिए यहां क्लिक करें,0.0
खेल की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,खेल की खबरों के लिए यहां क्लिक,Click here for sports news,खेल की खबरों के लिए यहां क्लिक करें,0.0
( गांगुली का कॉलम ),0.10682175159905853,0.10682175159905853,( गांगुली का कॉलम ),(Ganguly's column),(गांगुली का कॉलम),0.0
भारत और इंग्लैंड के बीच पांचवां और आखिरी टेस्ट मैच शुक्रवार ( लंदन ) में शुक्रवार को खेला जाएगा ।,0.27571859863660825,0.2565271158193808,भारत और इंग्लैंड के बीच होने वाला पांचवां और आखिरी टेस्ट मैच 1983 में खेला जाएगा ।,The fifth and final Test match between India and England will be played on Friday in Oval (London).,ओवल (लंदन) में भारत और इंग्लैंड के बीच सीरीज का पांचवां और अंतिम टेस्ट मैच शुक्रवार से खेला जाएगा।,0.019191482817227434
मैनचेस्टर टेस्ट के बाद टीम इंडिया को आराम के पांच दिन का समय मिला ।,0.5038920485259633,0.22741221234802106,कबूलनामे के बाद टीम इंडिया पांच दिनों के हो ।,"After the Manchester Test, Team India got five days of rest.",मैनचेस्टर टेस्ट के बाद टीम इंडिया को पांच दिन का आराम मिला।,0.2764798361779422
इससे टीम के लिए समय मिला है और उम्मीद है कि अपने सभी खिलाड़ियों ओवल में अच्छा प्रदर्शन करेंगे ।,0.36497167047755724,0.2548162092064721,इससे टीम को बेपरवाह होने का साथ मिल गया है और उम्मीद है कि एलिमिनेटर में सभी खिलाड़ियों ने अच्छा प्रदर्शन किया ।,This has given the team time to reorganize and hopefully all its players in the oval will perform well.,इससे टीम को पुनर्गठित होने का समय मिला है और उम्मीद है कि ओवल में उसके सभी खिलाड़ी अच्छा प्रदर्शन करेंगे।,0.11015546127108516
भारत में सबकुछ अभी तक सीरीज में खत्म नहीं हो रहा है ।,0.09669265690880861,0.0900746750211399,भारत में भी सब कुछ ऐसा ही हुआ नहीं है ।,Everything in India is not finished yet in the series.,भारत के लिए सीरीज में अभी सब कुछ खत्म नहीं हुआ है।,0.006617981887668711
मेरा मानना है कि टीम इंडिया को अपनी पक्ष में चीजें करने के लिए केवल एक सत्र की जरूरत है ।,0.4369493124951204,0.5117438181331464,मेरा मानना है कि टीम इंडिया को अपनी पक्ष में करने के लिए अच्छी सत्र की जरूरत है ।,I believe Team India needs only a good session to do things in its favor.,मेरा मानना है कि टीम इंडिया को चीजें अपने पक्ष में करने के लिए सिर्फ एक अच्छे सत्र की जरूरत है।,-0.07479450563802598
कप्तान धौनी और टीम मैनेजमेंट का आत्मविश्वास खिलाड़ियों को जीतने के लिए सबसे बड़ी चुनौती होगी ।,0.16215682948162674,0.22034481302404083,कप्तान धौनी और टीम प्रबंधन को जीत के इस चुनौती पर जीत की सबसे बड़ी चुनौती होगी ।,Captain Dhoni and team management will be the biggest challenge to win the confidence of winning players.,कप्तान धौनी और टीम प्रबंधन के लिए खिलाड़ियों के अंदर विश्वास जीतने का जज्बा जगाने की सबसे बड़ी चुनौती होगी।,-0.058187983542414085
"रणबीर चीज असाधारण चीज है , जो कोई साधारण खिलाड़ी भी बना सकता है ।",0.09782375748961449,0.034585921141027355,आपस में किस्से सुनाना शानदार बात है जो भी एक आसान खिलाड़ी बना सकती है ।,"Faith is extraordinary thing, which can make even a simple player better.","विश्वास असाधारण चीज है, जो एक साधारण खिलाड़ी को भी बेहतर बना सकता है।",0.06323783634858712
यह एक युवा टीम है और लगातार हार के साथ उसका मनोबल गिरा होगा और टीम इंडिया को इस टेस्ट को जीतने के लिए मनोबल हासिल करना होगा ।,0.5263699413006581,0.28959072315554835,यह युवा टीम है और हार के साथ - साथ उनका मनोबल यह युवा टीम ही है और हारने पर टीम इंडिया को यह टेस्ट जीतने होंगे ।,"This is a young team and with consistent defeat, their morale will be dropped and Team India will have to achieve lost morale to win this test.",यह एक युवा टीम है और लगातार हार से उनका मनोबल गिरा होगा और टीम इंडिया को यह टेस्ट जीतने के लिए खोया मनोबल हासिल करना होगा।,0.23677921814510972
"इस टेस्ट मैच में कैसे भारतीय टीम कैसा अदा करेगी , यह सबके दिमाग में सवाल है ।",0.1920953415125867,0.16195570128532405,इस टेस्ट मैच में इस टेस्ट मैच को देखा जाएगा कि भारतीय टीम के दिमाग में यह सवाल है ।,"In this test match how will the Indian team play, it is a question in everyone's mind.","इस टेस्ट मैच में भारतीय टीम कैसे खेलेगी, यह सभी के मन में सवाल है।",0.03013964022726265
क्या धौनी पांच गेंदबाजों के साथ उतरें या फिर अतिरिक्त बल्लेबाज को खिलाया जाएगा ।,0.6475445426291286,0.21972813874997157,क्या धौनी के साथ क्या धौनी को पांच गेंदबाजों के साथ उतरना होगा ।,Will Dhoni come with five bowlers or will be fed to the extra batsman.,क्या धौनी पांच गेंदबाजों के साथ उतरेंगे या फिर अतिरिक्त बल्लेबाज को खिलाया जाएगा।,0.4278164038791571
"साउथेम्पटन में धौनी को एक अतिरिक्त बल्लेबाज खिलाया गया , जबकि पांच गेंदबाजों को मैनचेस्टर में मौका मिला ।",0.1292988268496189,0.06632379583706112,"धर्मशाला में धौनी को एक अतिरिक्त बल्लेबाज खिलाने का मौका मिला , जबकि पांच गेंदबाजों को भड़मानिमें मौका मिला ।","In Southampton, Dhoni was fed an extra batsman, while five bowlers got a chance in Manchester.","साउथेम्पटन में धौनी ने अतिरिक्त बल्लेबाज को खिलाया गया, जबकि मैनचेस्टर में पांच गेंदबाज को मौका मिला।",0.06297503101255779
यदि मैं धौनी की जगह में होता तो वे अतिरिक्त बल्लेबाज ही लेंगे ।,0.24022110864391533,0.2934712724688435,अगर मैं धौनी की जगह में होता तो वह अतिरिक्त बल्लेबाज का अतिरिक्त बल्लेबाज बनाएंगे ।,"If I was in the place of Dhoni, then he would take the extra batsman off.",अगर मैं धौनी की जगह होता तो अतिरिक्त बल्लेबाज को उतारता।,-0.0532501638249282
भारत को यहां हर हाल में जीतना चाहिए और अब यह बात नहीं है कि भारत इस सीरीज को 1 - 1 या 1 - 3 से हारेगी ।,0.2292698010890172,0.2559331300463092,भारत को यहां हर हाल में जीत दर्ज करनी चाहिए और अब अगर भारत इस सीरीज को जीत लेता है या फिर भारत इस सीरीज में प्रवेश नहीं कर पाता ।,India should win here in every situation and now it does not matter if India loses this series 1-2 or 1-3.,भारत को यहां हर हाल में जीत चाहिए और अब इससे कोई फर्क नहीं पड़ता अगर भारत यह सीरीज 1-2 से या 1-3 से हारता है।,-0.026663328957291982
इसलिए उन्हें इस मैच में अपनी पूरी जिंदगी लगाना चाहिए ।,0.24808415001701817,0.23462350320528,इसलिए उन्हें इस मैच में अपना पूरा दमखम लगाना चाहिए ?,"Therefore, they should put their whole life in this match.",लिहाजा उन्हें इस मैच में पूरी जान लगा देनी चाहिए।,0.01346064681173817
अगर भारत यह टेस्ट मैच जीतता है तो सभी को लगातार दो टेस्ट मैचों में ये शर्मनाक हार मिलेगी और यह एमसीजी पर होगा कि सभी ध्यान में रहेंगी ।,0.26380279814210006,0.15660859315816494,अगर भारत इस टेस्ट मैच की जीत की जीतता है तो उसे लगातार दो टेस्ट मैचों में हार का मतलब होगा कि वह सभी टेस्ट मैच में बने रहेंगे । ',If India wins this test match then everyone will forget the shameful defeat in two consecutive Test matches and it will be ace which will remain in everyone's attention.,अगर भारत यह टेस्ट मैच जीत जाता है तो हर कोई लगातार दो टेस्ट मैचों में मिली शर्मनाक हार को भूल जाएगा और यह ऐसीसीरीज होगी जो हर किसी के जेहन में रहेगी।,0.10719420498393512
टीम संयोजन की बात करें तो मेरा मानना है कि रवींद्र जडेजा से पहले रवींद्र जडेजा की गेंदबाजी के लिए आर .,0.5938817949665114,0.5426924329239604,"टीम संयोजन की बात करें तो मेरा मानना है कि रवींद्र जडेजा , आर अश्विन से बल्लेबाजी के लिए गेंदबाजी की जा सकती है ।","Talking about team combination, I believe that before Ravindra Jadeja, R Ashwin can be bowled for batting.",टीम संयोजन की बात करें तो मेरा मानना है कि रवींद्र जडेजा से पहले आर अश्विन को बल्लेबाजी के लिए उतारा जा सकता है।,0.05118936204255098
टेस्ट स्तर पर भी अश्विन ने बल्ले से कमाल का प्रदर्शन किया है ।,0.5622008276590377,0.6340466277046861,टेस्ट स्तर पर अश्विन ने बल्ले से अच्छा प्रदर्शन किया है ।,"Even at the Test level, Ashwin has performed well with the bat.",टेस्ट स्तर पर भी अश्विन ने बल्ले से अच्छा प्रदर्शन किया है।,-0.07184580004564844
जडेजा को यह समझना होगा कि टेस्ट क्रिकेट में रन बनाने के लिए हर बॉल पर बल्ला उठने वाला नहीं है ।,0.6504011927452344,0.4393709544636924,जडेजा को यह समझना होगा कि टेस्ट क्रिकेट में हर गेंद पर रन बनाने की हर गेंद पर कोई बुराई नहीं है ।,Jadeja must understand that bat does not rot on every ball to make runs in Test cricket.,जडेजा को यह समझना होगा कि टेस्ट क्रिकेट में रन बनाने के लिए हर गेंद पर बल्ला नहीं घुमाया जाता।,0.21103023828154205
वह पहले बल्लेबाज हैं और फिर गेंदबाज ।,0.5169731539571706,0.050639965067814104,वह पहली बल्लेबाज है और फिर गेंदबाज पहले ही गेंदबाज हैं ।,He is the first batsman and then the bowler.,वह पहले बल्लेबाज हैं और उसके बाद गेंदबाज।,0.4663331888893565
"उन्होंने घरेलू क्रिकेट में कई शतक लगाए हैं , लेकिन वो यहां अपनी उपयोगिता साबित नहीं कर सके हैं ।",0.24913987816053781,0.27602580646531577,"उन्होंने घरेलू क्रिकेट में कई शतक लगाए हैं , लेकिन वह यहां भी अपनी अहमियत साबित नहीं कर सके ।","He has done many hundreds in domestic cricket, but he could not prove his worth here.","घरेलू क्रिकेट में उन्होंने कई शतक लगाए हैं, लेकिन वह यहां अपनी योग्यता साबित नहीं कर सके हैं।",-0.026885928304777956
टीम प्रबंधन भी इशांत की पूरी तरह से फिट होने की उम्मीद करेगा ।,0.25400289715190977,0.3146660996956415,टीम प्रबंधन को इशांत शर्मा के फिट होने के लिए भी पूरी तरह फिट होना होगा ।,The team management will also hope to be fully fit to Ishant.,टीम प्रबंधन को इशांत के भी पूरी तरह फिट होने की उम्मीद होगी।,-0.06066320254373175
अगर ऐसा होता है तो भारत के लिए अच्छी खबर आ जाएगी ।,0.7361703354503866,0.8070557274927982,अगर ऐसा होता है तो भारत के लिए अच्छी खबर होगी ।,If this happens then there will be good news for India.,अगर ऐसा होता है तो भारत के लिए अच्छी खबर होगी।,-0.07088539204241162
इयान बेल कई बार मुसीबत में बने हुए हैं ।,0.11355085821332205,0.3672056269893592,इयान बेल को कई बार परेशानी में आ रहे हैं ।,Ian Bell has been in trouble many times.,इशांत ने इयान बेल को कई बार मुश्किल में डाला है।,-0.25365476877603715
इंग्लैंड के लिए बेल एक अहम खिलाड़ी हैं और फिट इशांत को भारतीय गेंदबाजी आक्रमण का नई बढ़त देंगे ।,0.240960170033489,0.3309468095382839,बेल इंग्लैंड के लिए अहम खिलाड़ी हैं और फिट इशांत को भारतीय गेंदबाजी आक्रमण पर भारतीय गेंदबाजी आक्रमण की शुरुआत करें ।,Bell is an important player for England and fit Ishant will give a new edge to the Indian bowling attack.,बेल इंग्लैंड के लिए अहम खिलाड़ी हैं और फिट इशांत भारतीय गेंदबाजी आक्रमण को नई धार देंगे।,-0.08998663950479494
"इंग्लैंड में स्टुअर्ट ब्रॉड को खेल सकते हैं , जिनकी पहचान ने ओल्ड ट्रैफर्ड टेस्ट में तोड़ दिया था ।",0.1712473044894657,0.05470167147096254,"इंग्लैंड यदि स्टुअर्ट बिन्नी ऐसे खब्बू गेंदबाज हैं , जिसकी भविष्यवाणी टेस्ट में थी ।","England can play Stuart Broad, whose nose was broken in the Old Trafford Test.","इंग्लैंड के लिए स्टुअर्ट ब्रॉड खेल सकते हैं, जिनकी नाक ओल्ड ट्रैफर्ड टेस्ट में टूट गई थी।",0.11654563301850317
उन्हें जल्द ही घुटने की सर्जरी करनी पड़ेगी यानी वो टेस्ट सीरीज के बाद आराम कर सकते हैं ।,0.21479172459878046,0.164670298558459,"उन्हें जल्द से जल्द उबरना होगा , वह टेस्ट सीरीज के बाद ही वे आराम सकते हैं ।","They will have to undergo knee surgery soon, that means they can rest after the Test series.","उन्हें जल्दी ही घुटने का ऑपरेशन कराना पड़ेगा, यानी टेस्ट सीरीज के बाद वह आराम कर सकते हैं।",0.050121426040321465
इंग्लैंड के लिए चिंता की फॉर्म सलामी बल्लेबाज सैम ब्रूएन का है ।,0.3200286101270289,0.28145006032744296,इंग्लैंड के लिए चिंता की चिंता का सबब है ।,The worry for England is the form of opener Sam Robson.,इंग्लैंड के लिए चिंता का सबब सलामी बल्लेबाज सैम रॉबसन की फॉर्म है।,0.038578549799585915
"उन्हें कोशिश की जा रही है और किसी को भी कोशिश करनी होगी , लेकिन यह टीम की लय बिगाड़ सकती है ।",0.12259149958656422,0.0380926094679495,वे तैरती हुई मछली और किसी और से प्रयास करने के लिए तत्पर रहते हैं ।,"They are being demanded to try and try someone else, but this can spoil the team's rhythm.","उन्हें हटाकर किसी और को आजमाने की मांग की जा रही है, लेकिन इससे टीम की लय बिगड़ सकती है।",0.08449889011861472
( गावस्कर का कॉलम ),0.10682175159905853,0.10682175159905853,( गावस्कर का कॉलम ),(Gavaskar's column),(गावस्कर का कॉलम),0.0
पांच मैचों की वनडे सीरीज में श्रीलंका की टीम पूरी तरह से उस टेस्ट टीम से एकदम अलग होगी जो भारत ने बहुत आसानी से हराया है ।,0.3368231251689522,0.10333984099535913,"पांच मैचों की सीरीज में श्रीलंकाई टीम निश्चित तौर पर पूरी तरह से अलग होगी , जिसे भारत ने बेहद आसानी से हासिल किया जो भारत ने बेहद आसानी से मात दिए ।","The Sri Lankan team in the five-match one-day series will definitely be completely different from that Test team, which India has defeated very easily.","पांच मैचों की वनडे सीरीज में जो श्रीलंकाई टीम है, वह निश्चिततौर पर उस टेस्ट टीम से बिल्कुल अलग होगी, जिसे भारत ने बहुत ही आसानी से हराया था।",0.23348328417359304
"पहली बार कोई सफेद गेंद से खेला जाएगा , जिससे छह ओवर बाद स्विंग दर्शाता है ।",0.10091554247896085,0.11488177632088459,"पहली बात तो सफेद गेंद के साथ खेला जाएगा , जो छह ओवर बाद में स्विंग कराते हैं ।","The first thing will be played with a white ball, which stops swing after six overs.","पहली बात मैच सफेद गेंद से खेले जाएंगे, जो छह ओवर के बाद ही स्विंग होना बंद कर देती है।",-0.013966233841923734
इसका मतलब यह है कि गेंदबाज विकेट लेने के बजाय ज्यादा रन बनाने पर अधिक ध्यान देंगे ।,0.36191740494054164,0.26104909033290696,इसका मतलब यह हुआ कि विकेट लेने वाली बजाय ऊंचे दम पर ज्यादा रन बनाने वाले गेंदबाज खेलेंगे ।,This means that the bowler will focus more on stopping the run rather than taking wickets.,इसका मतलब यह हुआ कि गेंदबाज विकेट लेने के बजाय रन रोकने पर ज्यादा फोकस करेंगे।,0.10086831460763468
कप्तान या विकेट के मुताबिक भी क्षेत्ररक्षण की जगह मैदान पर रोकने की कोशिश करेंगे ।,0.1026632548525305,0.14400124446705306,कप्तान भी विकेट को लेकर इस मैदान पर रोकने की कोशिश करेंगे या कैच लसों भी कोशिश करेंगे ।,The captain will also be trying to stop the field rather than fielding according to wicket or catches.,कप्तान भी विकेट या कैच के हिसाब से फील्डिंग लगाने के बजाय रन रोकने की कोशिश में होंगे।,-0.04133798961452256
सख्त नियमों के अलावा बहुत ज्यादा बाउंसर देखने को नहीं मिलेगी ।,0.21560358468347396,0.16700581857234303,इसके अलावा बहुत ज्यादा बाउंसर देखने को भी ज्यादा नहीं मिलेगा ।,"Apart from the strict rules, too much bouncer will not be seen.",इसके अलावा सख्त नियमों के चलते बहुत ज्यादा बाउंसर भी नहीं देखने को मिलेंगी।,0.048597766111130924
अगर गेंद उछलेगी तो उसे वाइड करार दिया जाएगा ।,0.2658156069371863,0.1071174444166974,अगर गेंद उछखा पड़े तो यह वाइड करार दिया जाए ।,"If the ball jumps over, then it will be given a wide contract.","अगर गेंद ज्यादा उछलती है, तो उसे वाइड करार दे दिया जाएगा।",0.1586981625204889
इन सभी बातों ने क्षेत्ररक्षण की तुलना वाली टीम को टेस्ट मैच में अलग करने की अलग बातें की ।,0.16195570128532405,0.050912128230977495,इन सब बातों से टेस्ट मैच में भी सभी चीजें अलग - अलग अलग - अलग राय है ।,All these things force the fielding team to think differently in comparison to the Test match.,ये सभी बातें फील्डिंग टीम को टेस्ट मैच की तुलना में बिल्कुल अलग सोचने पर मजबूर करती हैं।,0.11104357305434656
बाउंड्री भी छोटी होगी यानी गलत शॉट यानि गलत शॉट भी आसानी से बन जाएगा ।,0.34654886430893894,0.30620490882364887,"बाउंड्री भी छोटी होगी , वैसे ही गलत शॉट भी आसानी से हासिल किए जाएंगे ।","The boundaries will also be small, i.e. the wrong shot will also easily become six.","बाउंड्री भी छोटी होंगी, यानी गलत शॉट भी आसानी से छक्का हो जाएगा।",0.04034395548529007
"यह एक गेंद और गेंद का मैच भी है , लेकिन खिलाड़ियों की मानसिकता पूरी तरह से भिन्न होगी ।",0.2308087288583725,0.10928446592499076,यह एक गेंद भी है और मैच का पासा पूरी तरह से गेंद पलट पाएगा ।,"This is also a ball and ball match, but the mindset of the players will be completely different.","यह भी गेंद और बल्ले का मुकाबला है, लेकिन खिलाडिय़ों की मानसिकता पूरी तरह से अलग होगी।",0.12152426293338174
"वनडे क्रिकेट में तो बल्लेबाज स्टंप्स पर तेज गेंदबाज को खेलता है और कोई भी कुछ नहीं कह देता है , लेकिन अगर कोई बल्लेबाज ऐसा करने में ऐसा करता है तो ऐसे में किसी को यह धक्का लगता है कि वह तेज गेंदबाजी करने से डरते हैं ।",0.1464639399196629,0.06582362885288506,"वनडे क्रिकेट में वनडे क्रिकेट खेलते तो बल्लेबाज ने स्टंप पर अधिक तेज गेंदबाज को आउट किया , लेकिन अगर ऐसा होता है , तो फिर अगर टेस्ट में उन्हें तेज गेंदबाजी करना पड़ा , तो यह जिंदगी के लिए झूठ होगा ।","In one-day cricket, the batsman plays the fast bowler on the stumps and does not say anything, but if a batsman does this in the Test, then it will be a stain for life that he is afraid to play fast bowling.","वनडे क्रिकेट में बल्लेबाज तेज गेंदबाज पर स्टंप से हटकर खेलता है, तो कोई कुछ भी नहीं कहता, लेकिन अगर कोई बल्लेबाज टेस्ट में भी ऐसा करे, तो उस पर जिंदगी भर के लिए यह दाग लग जाएगा कि वह तेज गेंदबाजी खेलने से डरता है।",0.08064031106677783
श्रीलंका की ओर से इस बात का भी खुद श्रीलंका को इशारा कर सकता है कि आखिरी बार उन्होंने सिर्फ तीन विकेट गंवाकर 170 रनों का विशाल लक्ष्य हासिल किया था ।,0.20712794315802588,0.11623318043315521,"श्रीलंका को इस बात का ताज्जुब भी सकता है कि पिछले समय उन्होंने भारत के खिलाफ ताबड़तोड़ विकेट गंवाए , जिसने सिर्फ तीन विकेट गंवाकर यह बड़ा लक्ष्य हासिल किया था ।","Sri Lanka can also boast themselves of the fact that for the last time they played against India, they had achieved the huge target of 320 runs by losing just three wickets.",श्रीलंका भी इस बात से खुद में जोश भर सकता है कि आखिरी बार भारत के खिलाफ खेलते हुए उन्होंने 320 रन का विशाल लक्ष्य सिर्फ तीन विकेट खोकर हासिल कर लिया था।,0.09089476272487067
भारत का गेंदबाजी आक्रमण टेस्ट सीरीज से पूरी तरह से अलग है ।,0.48633831680799433,0.14991106946711685,टेस्ट सीरीज से भारत की गेंदबाजी पूरी तरह से अलग है ।,India's bowling attack is completely different from the Test series.,भारत का गेंदबाजी आक्रमण टेस्ट सीरीज से बिल्कुल अलग है।,0.3364272473408775
"हालांकि शनका अनुभवी हैं और उनका चयन किया जा सकता है , लेकिन अन्य गेंदबाजों पर नर्वस और क्या हो सकते हैं ।",0.14481817873166694,0.13232291594986312,"हालांकि डुमिनी और हालांकि बात अनुभवी हैं , लेकिन अन्य गेंदबाज नर्वस होकर कर सकते हैं , लेकिन अन्य गेंदबाज उनसे प्रभावित कर सकते हैं ।","Although bumrah is experienced and can be trusted, but other bowlers can be nervous and they can be scored on them.","हालांकि बुमराह अनुभवी हैं और उन पर भरोसा किया जा सकता है, लेकिन अन्य गेंदबाज नर्वस हो सकते हैं और उन पर रन बन सकते हैं।",0.012495262781803823
एक बार फिर बल्लेबाजों पर पिच पर होंगी ।,0.2231618068926664,0.17747405280050263,एक बार फिर पिच पर बल्लेबाजों की बरसात होगी ।,"Once again, the batsmen will be on the pitch.",एक बार फिर दारोमदार बल्लेबाजों पर होगा।,0.045687754092163774
